"","yp","Street"
"19640",-2.24222845742506,"2429-109 W GREEN DR"
"19641",-2.09006116805662,"2429-109 W GREEN DR"
"19642",-2.09006150091683,"2429-109 W GREEN DR"
"19643",-2.09006183377705,"2429-109 W GREEN DR"
"19644",-2.3114057596433,"2429-109 W GREEN DR"
"19645",-2.31140600821709,"2429-109 W GREEN DR"
"19646",-2.31140625679089,"2429-109 W GREEN DR"
"19647",-2.31140650536468,"2429-109 W GREEN DR"
"19648",-2.31140675393847,"2429-109 W GREEN DR"
"19649",-2.73648456706032,"2429-109 W GREEN DR"
"19650",-2.73648462310563,"2429-109 W GREEN DR"
"19651",-2.73648467915094,"2429-109 W GREEN DR"
"19652",-2.73648473519625,"2429-109 W GREEN DR"
"19653",-2.73648479124156,"2429-109 W GREEN DR"
"19654",-2.73648484728687,"2429-109 W GREEN DR"
"19655",-2.73648490333218,"2429-109 W GREEN DR"
"19656",-2.73648495937749,"2429-109 W GREEN DR"
"19657",-2.7364850154228,"2429-109 W GREEN DR"
"19658",-1.57548062059606,"2429-133 W GREEN DR"
"19659",-1.57548064607711,"2429-133 W GREEN DR"
"19660",-1.22673986328788,"2429-133 W GREEN DR"
"19661",-1.32393803035548,"2429-133 W GREEN DR"
"19662",-1.32393805583653,"2429-133 W GREEN DR"
"19663",-1.31035991711768,"2429-133 W GREEN DR"
"19664",-1.2565902311787,"2429-133 W GREEN DR"
"19665",-1.25659025665975,"2429-133 W GREEN DR"
"19666",-1.25325826103716,"2429-133 W GREEN DR"
"19667",-1.25325828651821,"2429-133 W GREEN DR"
"19668",-1.363409830697,"2429-133 W GREEN DR"
"19669",-0.94272437378481,"2429-133 W GREEN DR"
"19670",-0.515750561747303,"2429-133 W GREEN DR"
"19671",-0.515750587228353,"2429-133 W GREEN DR"
"19672",-0.515750612709402,"2429-133 W GREEN DR"
"19673",-0.585352860932913,"2429-133 W GREEN DR"
"19674",-0.897715678779252,"2429-133 W GREEN DR"
"19675",-1.07332633815132,"2429-133 W GREEN DR"
"19676",-1.18478329967356,"2429-133 W GREEN DR"
"19677",-1.71450537000781,"2429-311 W GREEN DR"
"19678",-1.74207245067704,"2429-311 W GREEN DR"
"19679",-1.39333165744318,"2429-311 W GREEN DR"
"19680",-1.49052982451078,"2429-311 W GREEN DR"
"19681",-1.49052984999183,"2429-311 W GREEN DR"
"19682",-1.46075942598732,"2429-311 W GREEN DR"
"19683",-1.40702711750046,"2429-311 W GREEN DR"
"19684",-1.40702714298151,"2429-311 W GREEN DR"
"19685",-1.44717473805606,"2429-311 W GREEN DR"
"19686",-1.4471747635371,"2429-311 W GREEN DR"
"19687",-1.44717478901815,"2429-311 W GREEN DR"
"19688",-1.38950757350498,"2429-311 W GREEN DR"
"19689",-0.962533761467474,"2429-311 W GREEN DR"
"19690",-0.962533786948523,"2429-311 W GREEN DR"
"19691",-0.962533812429572,"2429-311 W GREEN DR"
"19692",-1.0045690054649,"2429-311 W GREEN DR"
"19693",-1.34449887849942,"2429-311 W GREEN DR"
"19694",-1.2940078985384,"2429-311 W GREEN DR"
"19695",-1.40546477577421,"2429-311 W GREEN DR"
"19696",-2.39310495757416,"2429-B FRANCIS ST"
"19697",-2.39310498305521,"2429-B FRANCIS ST"
"19698",-2.39310500853626,"2429-B FRANCIS ST"
"19699",-2.6371329735848,"2429-B FRANCIS ST"
"19700",-3.00317490841709,"2429-B FRANCIS ST"
"19701",-3.00317493389814,"2429-B FRANCIS ST"
"19702",-3.00317495937919,"2429-B FRANCIS ST"
"19703",-3.00317498486024,"2429-B FRANCIS ST"
"19704",-3.00317501034129,"2429-B FRANCIS ST"
"19705",-3.00317503582234,"2429-B FRANCIS ST"
"19706",-3.00317506130339,"2429-B FRANCIS ST"
"19707",-3.12518905656818,"2429-B FRANCIS ST"
"19708",-3.17826700212986,"2429-B FRANCIS ST"
"19709",-3.02610043085748,"2429-B FRANCIS ST"
"19710",-3.07917837641916,"2429-B FRANCIS ST"
"19711",-3.07917840190021,"2429-B FRANCIS ST"
"19712",-3.07917842738126,"2429-B FRANCIS ST"
"19713",-3.07917845286231,"2429-B FRANCIS ST"
"19714",-3.07917847834336,"2429-B FRANCIS ST"
"19715",-2.67127479237737,"243-B NORTHPOINT AV"
"19716",-2.67127476413625,"243-B NORTHPOINT AV"
"19717",-2.67127473589513,"243-B NORTHPOINT AV"
"19718",-2.67127470765401,"243-B NORTHPOINT AV"
"19719",-2.6712746794129,"243-B NORTHPOINT AV"
"19720",-2.67127465117178,"243-B NORTHPOINT AV"
"19721",-2.67127462293066,"243-B NORTHPOINT AV"
"19722",-2.67127459468954,"243-B NORTHPOINT AV"
"19723",-2.67127456644843,"243-B NORTHPOINT AV"
"19724",-2.67127453820731,"243-B NORTHPOINT AV"
"19725",-2.67127450996619,"243-B NORTHPOINT AV"
"19726",-2.67127448172507,"243-B NORTHPOINT AV"
"19727",-2.67127445348396,"243-B NORTHPOINT AV"
"19728",-2.67127442524284,"243-B NORTHPOINT AV"
"19729",-2.67127439700172,"243-B NORTHPOINT AV"
"19730",-2.67127436876061,"243-B NORTHPOINT AV"
"19731",-2.67127434051949,"243-B NORTHPOINT AV"
"19732",-2.67127431227837,"243-B NORTHPOINT AV"
"19733",-2.67127428403725,"243-B NORTHPOINT AV"
"19734",-2.54059384387295,"243-J NORTHPOINT AV"
"19735",-2.98616864975533,"243-J NORTHPOINT AV"
"19736",-2.98616864975533,"243-J NORTHPOINT AV"
"19737",-2.98616864975533,"243-J NORTHPOINT AV"
"19738",-2.29387521855198,"243-J NORTHPOINT AV"
"19739",-2.29387543656151,"243-J NORTHPOINT AV"
"19740",-2.29387565457105,"243-J NORTHPOINT AV"
"19741",-2.29387587258058,"243-J NORTHPOINT AV"
"19742",-2.29387609059011,"243-J NORTHPOINT AV"
"19743",-2.29387630859964,"243-J NORTHPOINT AV"
"19744",-2.29387652660917,"243-J NORTHPOINT AV"
"19745",-2.2938767446187,"243-J NORTHPOINT AV"
"19746",-2.29387696262824,"243-J NORTHPOINT AV"
"19747",-2.29387718063777,"243-J NORTHPOINT AV"
"19748",-2.2938773986473,"243-J NORTHPOINT AV"
"19749",-2.29387761665683,"243-J NORTHPOINT AV"
"19750",-2.29387783466636,"243-J NORTHPOINT AV"
"19751",-2.29387805267589,"243-J NORTHPOINT AV"
"19752",-2.29387827068543,"243-J NORTHPOINT AV"
"19753",-2.31140497656719,"243-V NORTHPOINT AV"
"19754",-2.31140522514099,"243-V NORTHPOINT AV"
"19755",-2.31140547371478,"243-V NORTHPOINT AV"
"19756",-2.189391006609,"243-V NORTHPOINT AV"
"19757",-2.64935165627455,"243-V NORTHPOINT AV"
"19758",-2.64935162803343,"243-V NORTHPOINT AV"
"19759",-2.64935159979232,"243-V NORTHPOINT AV"
"19760",-2.6493515715512,"243-V NORTHPOINT AV"
"19761",-2.64935154331008,"243-V NORTHPOINT AV"
"19762",-2.64935151506896,"243-V NORTHPOINT AV"
"19763",-2.64935148682785,"243-V NORTHPOINT AV"
"19764",-2.64935145858673,"243-V NORTHPOINT AV"
"19765",-2.64935143034561,"243-V NORTHPOINT AV"
"19766",-2.6493514021045,"243-V NORTHPOINT AV"
"19767",-2.64935137386338,"243-V NORTHPOINT AV"
"19768",-2.64935134562226,"243-V NORTHPOINT AV"
"19769",-2.64935131738114,"243-V NORTHPOINT AV"
"19770",-2.64935128914003,"243-V NORTHPOINT AV"
"19771",-2.73461424872895,"2430 E LEXINGTON AV"
"19772",-2.73461430477426,"2430 E LEXINGTON AV"
"19773",-2.73461436081957,"2430 E LEXINGTON AV"
"19774",-2.73461441686488,"2430 E LEXINGTON AV"
"19775",-2.74354726251716,"2430 E LEXINGTON AV"
"19776",-2.44276191126944,"2430 E LEXINGTON AV"
"19777",-2.44276196731475,"2430 E LEXINGTON AV"
"19778",-2.40744636473819,"2430 E LEXINGTON AV"
"19779",-2.2552846407652,"2430 E LEXINGTON AV"
"19780",-2.17678779070663,"2430 E LEXINGTON AV"
"19781",-2.05478880873379,"2430 E LEXINGTON AV"
"19782",-2.10786678485973,"2430 E LEXINGTON AV"
"19783",-2.10786684090504,"2430 E LEXINGTON AV"
"19784",-1.93019330833577,"2430 E LEXINGTON AV"
"19785",-1.93019336438108,"2430 E LEXINGTON AV"
"19786",-1.93019342042639,"2430 E LEXINGTON AV"
"19787",-1.9301934764717,"2430 E LEXINGTON AV"
"19788",-1.930193532517,"2430 E LEXINGTON AV"
"19789",-1.93019358856231,"2430 E LEXINGTON AV"
"19790",-2.98665965392606,"2430-2H BELLEMEADE ST"
"19791",-2.98665959512068,"2430-2H BELLEMEADE ST"
"19792",-2.98665953631531,"2430-2H BELLEMEADE ST"
"19793",-2.98665947750993,"2430-2H BELLEMEADE ST"
"19794",-2.98665941870455,"2430-2H BELLEMEADE ST"
"19795",-2.98665935989917,"2430-2H BELLEMEADE ST"
"19796",-2.9866593010938,"2430-2H BELLEMEADE ST"
"19797",-2.98665924228842,"2430-2H BELLEMEADE ST"
"19798",-2.98665918348304,"2430-2H BELLEMEADE ST"
"19799",-2.98665912467766,"2430-2H BELLEMEADE ST"
"19800",-2.98665906587229,"2430-2H BELLEMEADE ST"
"19801",-2.98665900706691,"2430-2H BELLEMEADE ST"
"19802",-2.98665894826153,"2430-2H BELLEMEADE ST"
"19803",-2.98665888945616,"2430-2H BELLEMEADE ST"
"19804",-2.38859485179403,"2430-2H BELLEMEADE ST"
"19805",-2.38859506980356,"2430-2H BELLEMEADE ST"
"19806",-2.38859528781309,"2430-2H BELLEMEADE ST"
"19807",-2.38859550582263,"2430-2H BELLEMEADE ST"
"19808",-2.38859572383216,"2430-2H BELLEMEADE ST"
"19809",-2.99188542834008,"2431-A FRANCIS ST"
"19810",-2.99188545382113,"2431-A FRANCIS ST"
"19811",-2.99188547930218,"2431-A FRANCIS ST"
"19812",-2.99188550478323,"2431-A FRANCIS ST"
"19813",-2.99188553026428,"2431-A FRANCIS ST"
"19814",-2.99188555574533,"2431-A FRANCIS ST"
"19815",-3.03536441566134,"2431-A FRANCIS ST"
"19816",-2.98228350362746,"2431-A FRANCIS ST"
"19817",-2.9822835291085,"2431-A FRANCIS ST"
"19818",-2.98228355458955,"2431-A FRANCIS ST"
"19819",-2.9822835800706,"2431-A FRANCIS ST"
"19820",-2.98228360555165,"2431-A FRANCIS ST"
"19821",-2.9822836310327,"2431-A FRANCIS ST"
"19822",-2.98228365651375,"2431-A FRANCIS ST"
"19823",-2.9822836819948,"2431-A FRANCIS ST"
"19824",-2.98228370747585,"2431-A FRANCIS ST"
"19825",-2.9822837329569,"2431-A FRANCIS ST"
"19826",-2.98228375843795,"2431-A FRANCIS ST"
"19827",-2.982283783919,"2431-A FRANCIS ST"
"19828",-2.15924288585179,"2431-C FRANCIS ST"
"19829",-2.15924313442558,"2431-C FRANCIS ST"
"19830",-2.15924338299937,"2431-C FRANCIS ST"
"19831",-2.15924363157317,"2431-C FRANCIS ST"
"19832",-2.15924388014696,"2431-C FRANCIS ST"
"19833",-2.58905474846755,"2431-C FRANCIS ST"
"19834",-2.58905472022643,"2431-C FRANCIS ST"
"19835",-2.43689209592369,"2431-C FRANCIS ST"
"19836",-2.31487912109335,"2431-C FRANCIS ST"
"19837",-2.31487909285223,"2431-C FRANCIS ST"
"19838",-2.28846876769453,"2431-C FRANCIS ST"
"19839",-2.28846873945341,"2431-C FRANCIS ST"
"19840",-2.28846871121229,"2431-C FRANCIS ST"
"19841",-2.28846868297118,"2431-C FRANCIS ST"
"19842",-2.28846865473006,"2431-C FRANCIS ST"
"19843",-2.28846862648894,"2431-C FRANCIS ST"
"19844",-2.10717226930033,"2432 WILLIAMS AV"
"19845",-2.10717251787412,"2432 WILLIAMS AV"
"19846",-2.10717276644791,"2432 WILLIAMS AV"
"19847",-2.1071730150217,"2432 WILLIAMS AV"
"19848",-2.10717326359549,"2432 WILLIAMS AV"
"19849",-2.10717351216929,"2432 WILLIAMS AV"
"19850",-2.10717376074308,"2432 WILLIAMS AV"
"19851",-2.10717400931687,"2432 WILLIAMS AV"
"19852",-2.10717425789066,"2432 WILLIAMS AV"
"19853",-2.10717450646445,"2432 WILLIAMS AV"
"19854",-2.10717475503824,"2432 WILLIAMS AV"
"19855",-2.10717500361204,"2432 WILLIAMS AV"
"19856",-2.56712873320399,"2432 WILLIAMS AV"
"19857",-2.56712870496287,"2432 WILLIAMS AV"
"19858",-2.56712867672176,"2432 WILLIAMS AV"
"19859",-2.56712864848064,"2432 WILLIAMS AV"
"19860",-2.56712862023952,"2432 WILLIAMS AV"
"19861",-2.5671285919984,"2432 WILLIAMS AV"
"19862",-2.56712856375729,"2432 WILLIAMS AV"
"19863",-2.39880676080764,"2434 WILLIAMS AV"
"19864",-2.41864581653414,"2434 WILLIAMS AV"
"19865",-2.66267369729626,"2434 WILLIAMS AV"
"19866",-2.86524272383153,"2434 WILLIAMS AV"
"19867",-2.9872566348099,"2434 WILLIAMS AV"
"19868",-2.98725657600452,"2434 WILLIAMS AV"
"19869",-2.98616864975533,"2434 WILLIAMS AV"
"19870",-2.98616864975533,"2434 WILLIAMS AV"
"19871",-2.98616864975533,"2434 WILLIAMS AV"
"19872",-2.98616864975533,"2434 WILLIAMS AV"
"19873",-2.98616864975533,"2434 WILLIAMS AV"
"19874",-2.98616864975533,"2434 WILLIAMS AV"
"19875",-2.98616864975533,"2434 WILLIAMS AV"
"19876",-2.98616864975533,"2434 WILLIAMS AV"
"19877",-2.98616864975533,"2434 WILLIAMS AV"
"19878",-2.98616864975533,"2434 WILLIAMS AV"
"19879",-2.98616864975533,"2434 WILLIAMS AV"
"19880",-2.98616864975533,"2434 WILLIAMS AV"
"19881",-2.98616864975533,"2434 WILLIAMS AV"
"19882",-2.34155584599624,"245-A NORTHPOINT AV"
"19883",-2.34155609457003,"245-A NORTHPOINT AV"
"19884",-2.34155634314382,"245-A NORTHPOINT AV"
"19885",-2.34155659171761,"245-A NORTHPOINT AV"
"19886",-2.77512881960252,"245-A NORTHPOINT AV"
"19887",-2.7751287913614,"245-A NORTHPOINT AV"
"19888",-2.77512876312028,"245-A NORTHPOINT AV"
"19889",-2.77512873487917,"245-A NORTHPOINT AV"
"19890",-2.77512870663805,"245-A NORTHPOINT AV"
"19891",-2.77512867839693,"245-A NORTHPOINT AV"
"19892",-2.77512865015581,"245-A NORTHPOINT AV"
"19893",-2.7751286219147,"245-A NORTHPOINT AV"
"19894",-2.77512859367358,"245-A NORTHPOINT AV"
"19895",-2.77512856543246,"245-A NORTHPOINT AV"
"19896",-2.31517373048328,"245-A NORTHPOINT AV"
"19897",-2.31517397905708,"245-A NORTHPOINT AV"
"19898",-2.31517422763087,"245-A NORTHPOINT AV"
"19899",-2.31517447620466,"245-A NORTHPOINT AV"
"19900",-2.31517472477845,"245-A NORTHPOINT AV"
"19901",-2.45949288545384,"245-H NORTHPOINT AV"
"19902",-2.45949294149914,"245-H NORTHPOINT AV"
"19903",-2.45949299754445,"245-H NORTHPOINT AV"
"19904",-2.45949305358976,"245-H NORTHPOINT AV"
"19905",-2.45949310963507,"245-H NORTHPOINT AV"
"19906",-2.45949316568038,"245-H NORTHPOINT AV"
"19907",-2.45949322172569,"245-H NORTHPOINT AV"
"19908",-2.459493277771,"245-H NORTHPOINT AV"
"19909",-2.49402481620963,"245-H NORTHPOINT AV"
"19910",-2.54710279233556,"245-H NORTHPOINT AV"
"19911",-2.54710284838087,"245-H NORTHPOINT AV"
"19912",-2.54710290442618,"245-H NORTHPOINT AV"
"19913",-2.54710296047149,"245-H NORTHPOINT AV"
"19914",-2.5471030165168,"245-H NORTHPOINT AV"
"19915",-2.54710307256211,"245-H NORTHPOINT AV"
"19916",-2.54710312860742,"245-H NORTHPOINT AV"
"19917",-2.65725470335047,"245-H NORTHPOINT AV"
"19918",-2.28317534439499,"245-H NORTHPOINT AV"
"19919",-2.81206220895569,"245-H NORTHPOINT AV"
"19920",-2.67127509506301,"2453 WILLARD RD"
"19921",-2.67127506682189,"2453 WILLARD RD"
"19922",-2.67127503858077,"2453 WILLARD RD"
"19923",-2.67127501033965,"2453 WILLARD RD"
"19924",-2.67127498209854,"2453 WILLARD RD"
"19925",-2.67127495385742,"2453 WILLARD RD"
"19926",-2.6712749256163,"2453 WILLARD RD"
"19927",-2.67127489737518,"2453 WILLARD RD"
"19928",-2.67127486913407,"2453 WILLARD RD"
"19929",-2.67127484089295,"2453 WILLARD RD"
"19930",-2.67127481265183,"2453 WILLARD RD"
"19931",-2.67127478441071,"2453 WILLARD RD"
"19932",-2.6712747561696,"2453 WILLARD RD"
"19933",-2.67127472792848,"2453 WILLARD RD"
"19934",-2.67127469968736,"2453 WILLARD RD"
"19935",-2.67127467144625,"2453 WILLARD RD"
"19936",-2.15924849743861,"2453 WILLARD RD"
"19937",-2.31141094020144,"2453 WILLARD RD"
"19938",-2.98616864975533,"2453 WILLARD RD"
"19939",-2.17155499847667,"2458 SAINT STEPHENS CT"
"19940",-2.41558296352522,"2458 SAINT STEPHENS CT"
"19941",-2.53759695879001,"2458 SAINT STEPHENS CT"
"19942",-2.65961095405481,"2458 SAINT STEPHENS CT"
"19943",-2.90363891910335,"2458 SAINT STEPHENS CT"
"19944",-2.9036389445844,"2458 SAINT STEPHENS CT"
"19945",-2.90363897006545,"2458 SAINT STEPHENS CT"
"19946",-3.01379051424424,"2458 SAINT STEPHENS CT"
"19947",-3.08373328552954,"2458 SAINT STEPHENS CT"
"19948",-3.22361880261908,"2458 SAINT STEPHENS CT"
"19949",-3.05006276972207,"2458 SAINT STEPHENS CT"
"19950",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19951",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19952",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19953",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19954",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19955",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19956",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19957",-2.98616864975533,"2458 SAINT STEPHENS CT"
"19958",-2.64934898354158,"2461 INGLESIDE DR"
"19959",-2.64934895530047,"2461 INGLESIDE DR"
"19960",-2.64934892705935,"2461 INGLESIDE DR"
"19961",-2.64934889881823,"2461 INGLESIDE DR"
"19962",-2.64934887057711,"2461 INGLESIDE DR"
"19963",-2.649348842336,"2461 INGLESIDE DR"
"19964",-2.64934881409488,"2461 INGLESIDE DR"
"19965",-2.64934878585376,"2461 INGLESIDE DR"
"19966",-2.18939384639713,"2461 INGLESIDE DR"
"19967",-2.18939409497092,"2461 INGLESIDE DR"
"19968",-2.18939434354471,"2461 INGLESIDE DR"
"19969",-2.18939459211851,"2461 INGLESIDE DR"
"19970",-2.1893948406923,"2461 INGLESIDE DR"
"19971",-2.18939508926609,"2461 INGLESIDE DR"
"19972",-2.18939533783988,"2461 INGLESIDE DR"
"19973",-2.18939558641367,"2461 INGLESIDE DR"
"19974",-2.18939583498746,"2461 INGLESIDE DR"
"19975",-2.18939608356126,"2461 INGLESIDE DR"
"19976",-2.18939633213505,"2461 INGLESIDE DR"
"19977",-2.1592428735026,"247-C NORTHPOINT AV"
"19978",-2.1592431220764,"247-C NORTHPOINT AV"
"19979",-2.15924337065019,"247-C NORTHPOINT AV"
"19980",-2.58905512725654,"247-C NORTHPOINT AV"
"19981",-2.58905509901543,"247-C NORTHPOINT AV"
"19982",-2.58905507077431,"247-C NORTHPOINT AV"
"19983",-2.58905504253319,"247-C NORTHPOINT AV"
"19984",-2.58905501429207,"247-C NORTHPOINT AV"
"19985",-2.58905498605096,"247-C NORTHPOINT AV"
"19986",-2.58905495780984,"247-C NORTHPOINT AV"
"19987",-2.58905492956872,"247-C NORTHPOINT AV"
"19988",-2.5890549013276,"247-C NORTHPOINT AV"
"19989",-2.58905487308649,"247-C NORTHPOINT AV"
"19990",-2.58905484484537,"247-C NORTHPOINT AV"
"19991",-2.58905481660425,"247-C NORTHPOINT AV"
"19992",-2.58905478836313,"247-C NORTHPOINT AV"
"19993",-2.58905476012202,"247-C NORTHPOINT AV"
"19994",-2.31140510516472,"247-E NORTHPOINT AV"
"19995",-2.15924273144623,"247-E NORTHPOINT AV"
"19996",-2.68753207142202,"247-E NORTHPOINT AV"
"19997",-2.68753201261665,"247-E NORTHPOINT AV"
"19998",-2.68753195381127,"247-E NORTHPOINT AV"
"19999",-2.53536942529356,"247-E NORTHPOINT AV"
"20000",-2.53536936648818,"247-E NORTHPOINT AV"
"20001",-2.5353693076828,"247-E NORTHPOINT AV"
"20002",-2.60324084402018,"247-E NORTHPOINT AV"
"20003",-2.60324086950123,"247-E NORTHPOINT AV"
"20004",-2.60324089498228,"247-E NORTHPOINT AV"
"20005",-2.60324092046333,"247-E NORTHPOINT AV"
"20006",-2.60324094594438,"247-E NORTHPOINT AV"
"20007",-2.60324097142543,"247-E NORTHPOINT AV"
"20008",-2.60324099690648,"247-E NORTHPOINT AV"
"20009",-2.60324102238753,"247-E NORTHPOINT AV"
"20010",-2.60324104786858,"247-E NORTHPOINT AV"
"20011",-2.60324107334963,"247-E NORTHPOINT AV"
"20012",-2.17621260072803,"247-L NORTHPOINT AV"
"20013",-2.1231340084855,"247-L NORTHPOINT AV"
"20014",-2.12313434134572,"247-L NORTHPOINT AV"
"20015",-3.01444205774297,"247-L NORTHPOINT AV"
"20016",-3.05472678371877,"247-L NORTHPOINT AV"
"20017",-3.05472680919981,"247-L NORTHPOINT AV"
"20018",-3.05472683468086,"247-L NORTHPOINT AV"
"20019",-3.01124697082245,"247-L NORTHPOINT AV"
"20020",-2.95816900737112,"247-L NORTHPOINT AV"
"20021",-2.84022585314229,"247-L NORTHPOINT AV"
"20022",-2.84022587862334,"247-L NORTHPOINT AV"
"20023",-2.84022590410439,"247-L NORTHPOINT AV"
"20024",-2.84022592958544,"247-L NORTHPOINT AV"
"20025",-2.84022595506649,"247-L NORTHPOINT AV"
"20026",-2.84022598054754,"247-L NORTHPOINT AV"
"20027",-2.84022600602859,"247-L NORTHPOINT AV"
"20028",-2.84022603150964,"247-L NORTHPOINT AV"
"20029",-2.84022605699069,"247-L NORTHPOINT AV"
"20030",-2.84022608247174,"247-L NORTHPOINT AV"
"20031",-2.43395918844208,"249-V NORTHPOINT AV"
"20032",-2.43395940645162,"249-V NORTHPOINT AV"
"20033",-2.43395962446115,"249-V NORTHPOINT AV"
"20034",-2.43395984247068,"249-V NORTHPOINT AV"
"20035",-2.43396006048021,"249-V NORTHPOINT AV"
"20036",-2.43396027848974,"249-V NORTHPOINT AV"
"20037",-2.43396049649927,"249-V NORTHPOINT AV"
"20038",-2.4339607145088,"249-V NORTHPOINT AV"
"20039",-2.43396093251834,"249-V NORTHPOINT AV"
"20040",-2.43396115052787,"249-V NORTHPOINT AV"
"20041",-2.4339613685374,"249-V NORTHPOINT AV"
"20042",-2.28179671273165,"249-V NORTHPOINT AV"
"20043",-2.8736421918065,"249-V NORTHPOINT AV"
"20044",-2.87364213300113,"249-V NORTHPOINT AV"
"20045",-2.87364207419575,"249-V NORTHPOINT AV"
"20046",-2.87364201539037,"249-V NORTHPOINT AV"
"20047",-2.87364195658499,"249-V NORTHPOINT AV"
"20048",-2.87364189777962,"249-V NORTHPOINT AV"
"20049",-2.87364183897424,"249-V NORTHPOINT AV"
"20050",-2.72302903749243,"2500-2D BELLEMEADE ST"
"20051",-2.34155564450915,"2500-2D BELLEMEADE ST"
"20052",-2.34155589308294,"2500-2D BELLEMEADE ST"
"20053",-2.34155614165673,"2500-2D BELLEMEADE ST"
"20054",-2.34155639023052,"2500-2D BELLEMEADE ST"
"20055",-2.34155663880432,"2500-2D BELLEMEADE ST"
"20056",-2.34155688737811,"2500-2D BELLEMEADE ST"
"20057",-2.3415571359519,"2500-2D BELLEMEADE ST"
"20058",-2.34155738452569,"2500-2D BELLEMEADE ST"
"20059",-2.34155763309948,"2500-2D BELLEMEADE ST"
"20060",-2.34155788167327,"2500-2D BELLEMEADE ST"
"20061",-2.34155813024707,"2500-2D BELLEMEADE ST"
"20062",-2.34155837882086,"2500-2D BELLEMEADE ST"
"20063",-2.34155862739465,"2500-2D BELLEMEADE ST"
"20064",-2.34155887596844,"2500-2D BELLEMEADE ST"
"20065",-2.34155912454223,"2500-2D BELLEMEADE ST"
"20066",-2.98616864975533,"2500-2D BELLEMEADE ST"
"20067",-2.98616864975533,"2500-2D BELLEMEADE ST"
"20068",-2.98616864975533,"2500-2D BELLEMEADE ST"
"20069",-2.67950005606165,"2500-C AMBASSADOR CT"
"20070",-2.67950002782053,"2500-C AMBASSADOR CT"
"20071",-2.67949999957941,"2500-C AMBASSADOR CT"
"20072",-2.98616864975533,"2500-C AMBASSADOR CT"
"20073",-2.98616864975533,"2500-C AMBASSADOR CT"
"20074",-2.98616864975533,"2500-C AMBASSADOR CT"
"20075",-2.98616864975533,"2500-C AMBASSADOR CT"
"20076",-2.98616864975533,"2500-C AMBASSADOR CT"
"20077",-2.98616864975533,"2500-C AMBASSADOR CT"
"20078",-2.98616864975533,"2500-C AMBASSADOR CT"
"20079",-2.98616864975533,"2500-C AMBASSADOR CT"
"20080",-2.98616864975533,"2500-C AMBASSADOR CT"
"20081",-2.98616864975533,"2500-C AMBASSADOR CT"
"20082",-2.98616864975533,"2500-C AMBASSADOR CT"
"20083",-2.98616864975533,"2500-C AMBASSADOR CT"
"20084",-2.98616864975533,"2500-C AMBASSADOR CT"
"20085",-2.98616864975533,"2500-C AMBASSADOR CT"
"20086",-2.98616864975533,"2500-C AMBASSADOR CT"
"20087",-2.98616864975533,"2500-C AMBASSADOR CT"
"20088",-2.77993253340788,"2501 DALLAS AV"
"20089",-2.77993157652822,"2501 DALLAS AV"
"20090",-2.77993160200927,"2501 DALLAS AV"
"20091",-2.77993162749032,"2501 DALLAS AV"
"20092",-2.7268541598109,"2501 DALLAS AV"
"20093",-2.72685418529195,"2501 DALLAS AV"
"20094",-2.60484047005228,"2501 DALLAS AV"
"20095",-2.57260838608571,"2501 DALLAS AV"
"20096",-2.57260841156676,"2501 DALLAS AV"
"20097",-2.62568635712844,"2501 DALLAS AV"
"20098",-2.62568638260949,"2501 DALLAS AV"
"20099",-2.62568640809054,"2501 DALLAS AV"
"20100",-2.62568643357159,"2501 DALLAS AV"
"20101",-2.62568645905264,"2501 DALLAS AV"
"20102",-2.62568648453369,"2501 DALLAS AV"
"20103",-2.62568651001474,"2501 DALLAS AV"
"20104",-2.62568653549579,"2501 DALLAS AV"
"20105",-2.62568656097684,"2501 DALLAS AV"
"20106",-2.53961626097002,"2501 DALLAS AV"
"20107",-2.31140514790991,"2502-D AMBASSADOR CT"
"20108",-2.18939108047177,"2502-D AMBASSADOR CT"
"20109",-2.18939132904556,"2502-D AMBASSADOR CT"
"20110",-2.18939157761935,"2502-D AMBASSADOR CT"
"20111",-2.18939182619314,"2502-D AMBASSADOR CT"
"20112",-2.71597871326948,"2502-D AMBASSADOR CT"
"20113",-2.7159786544641,"2502-D AMBASSADOR CT"
"20114",-2.71597859565873,"2502-D AMBASSADOR CT"
"20115",-2.71597853685335,"2502-D AMBASSADOR CT"
"20116",-2.71597847804797,"2502-D AMBASSADOR CT"
"20117",-2.71597841924259,"2502-D AMBASSADOR CT"
"20118",-2.71597836043722,"2502-D AMBASSADOR CT"
"20119",-2.71597830163184,"2502-D AMBASSADOR CT"
"20120",-2.71597824282646,"2502-D AMBASSADOR CT"
"20121",-2.31140513415166,"2504-C AMBASSADOR CT"
"20122",-2.31140538272545,"2504-C AMBASSADOR CT"
"20123",-2.10717161571122,"2504-C AMBASSADOR CT"
"20124",-2.46704193669378,"2504-C AMBASSADOR CT"
"20125",-2.11231061818693,"2504-C AMBASSADOR CT"
"20126",-1.28460595218686,"2504-G AMBASSADOR CT"
