"","yp","Street"
"9270",-2.9269604727355,"1447-B WEST AV"
"9271",-2.92696041393012,"1447-B WEST AV"
"9272",-2.92696035512474,"1447-B WEST AV"
"9273",-2.92696029631936,"1447-B WEST AV"
"9274",-2.92696023751399,"1447-B WEST AV"
"9275",-2.92696017870861,"1447-B WEST AV"
"9276",-2.92696011990323,"1447-B WEST AV"
"9277",-2.98616864975533,"1447-B WEST AV"
"9278",-2.98616864975533,"1447-B WEST AV"
"9279",-2.98616864975533,"1447-B WEST AV"
"9280",-2.3850906476441,"1449 N HAMILTON ST"
"9281",-2.38509089621789,"1449 N HAMILTON ST"
"9282",-2.26307159726887,"1449 N HAMILTON ST"
"9283",-2.26307184584266,"1449 N HAMILTON ST"
"9284",-2.34155367500318,"1449 N HAMILTON ST"
"9285",-2.34155392357698,"1449 N HAMILTON ST"
"9286",-2.34155417215077,"1449 N HAMILTON ST"
"9287",-2.34155442072456,"1449 N HAMILTON ST"
"9288",-2.34155466929835,"1449 N HAMILTON ST"
"9289",-2.34155491787214,"1449 N HAMILTON ST"
"9290",-2.34155516644593,"1449 N HAMILTON ST"
"9291",-2.34155541501973,"1449 N HAMILTON ST"
"9292",-2.34155566359352,"1449 N HAMILTON ST"
"9293",-2.34155591216731,"1449 N HAMILTON ST"
"9294",-2.21953922970391,"1449 N HAMILTON ST"
"9295",-2.2195394782777,"1449 N HAMILTON ST"
"9296",-2.2195397268515,"1449 N HAMILTON ST"
"9297",-2.21953997542529,"1449 N HAMILTON ST"
"9298",-2.21954022399908,"1449 N HAMILTON ST"
"9299",-2.81608394394194,"1451 FINSBURY LN"
"9300",-2.81608396942299,"1451 FINSBURY LN"
"9301",-2.81608399490404,"1451 FINSBURY LN"
"9302",-2.56254474234098,"1451 FINSBURY LN"
"9303",-2.56254479838629,"1451 FINSBURY LN"
"9304",-2.02405498706544,"1451 FINSBURY LN"
"9305",-2.55294208765306,"1451 FINSBURY LN"
"9306",-2.55294214369837,"1451 FINSBURY LN"
"9307",-2.55294219974367,"1451 FINSBURY LN"
"9308",-2.55294225578898,"1451 FINSBURY LN"
"9309",-2.55294231183429,"1451 FINSBURY LN"
"9310",-2.12313573750171,"1451 FINSBURY LN"
"9311",-2.12313607036193,"1451 FINSBURY LN"
"9312",-2.12313640322215,"1451 FINSBURY LN"
"9313",-2.17621465616299,"1451 FINSBURY LN"
"9314",-2.17621498902321,"1451 FINSBURY LN"
"9315",-2.02405055845975,"1451 FINSBURY LN"
"9316",-2.02405089131997,"1451 FINSBURY LN"
"9317",-2.02405122418019,"1451 FINSBURY LN"
"9318",-3.13773690425071,"1451 KINGSWAY DR"
"9319",-3.13773684544533,"1451 KINGSWAY DR"
"9320",-3.13773678663995,"1451 KINGSWAY DR"
"9321",-3.13773672783457,"1451 KINGSWAY DR"
"9322",-3.1377366690292,"1451 KINGSWAY DR"
"9323",-3.13773661022382,"1451 KINGSWAY DR"
"9324",-3.13773655141844,"1451 KINGSWAY DR"
"9325",-2.39363037560601,"1451 KINGSWAY DR"
"9326",-2.98616864975533,"1451 KINGSWAY DR"
"9327",-2.98616864975533,"1451 KINGSWAY DR"
"9328",-2.98616864975533,"1451 KINGSWAY DR"
"9329",-2.98616864975533,"1451 KINGSWAY DR"
"9330",-2.98616864975533,"1451 KINGSWAY DR"
"9331",-2.98616864975533,"1451 KINGSWAY DR"
"9332",-2.98616864975533,"1451 KINGSWAY DR"
"9333",-2.98616864975533,"1451 KINGSWAY DR"
"9334",-2.98616864975533,"1451 KINGSWAY DR"
"9335",-2.98616864975533,"1451 KINGSWAY DR"
"9336",-2.98616864975533,"1451 KINGSWAY DR"
"9337",-2.56347183006593,"1457-B WEST AV"
"9338",-2.56347185554698,"1457-B WEST AV"
"9339",-2.56347188102803,"1457-B WEST AV"
"9340",-2.63172940688614,"1457-B WEST AV"
"9341",-2.5757817686071,"1457-B WEST AV"
"9342",-2.57578179408815,"1457-B WEST AV"
"9343",-2.62885973964983,"1457-B WEST AV"
"9344",-2.62885880945872,"1457-B WEST AV"
"9345",-2.62885883493977,"1457-B WEST AV"
"9346",-2.73501470058208,"1457-B WEST AV"
"9347",-2.73501472606313,"1457-B WEST AV"
"9348",-2.76504615421155,"1457-B WEST AV"
"9349",-2.7650461796926,"1457-B WEST AV"
"9350",-2.76504620517365,"1457-B WEST AV"
"9351",-2.69617016789957,"1457-B WEST AV"
"9352",-2.72414543631651,"1457-B WEST AV"
"9353",-2.72701799702446,"1457-B WEST AV"
"9354",-2.72701805306977,"1457-B WEST AV"
"9355",-2.78009602919571,"1457-B WEST AV"
"9356",-2.38708165271232,"1458 KINGSWAY DR"
"9357",-2.38708190128611,"1458 KINGSWAY DR"
"9358",-2.23491922701899,"1458 KINGSWAY DR"
"9359",-2.23491947559278,"1458 KINGSWAY DR"
"9360",-2.23491972416657,"1458 KINGSWAY DR"
"9361",-2.23491997274036,"1458 KINGSWAY DR"
"9362",-2.23492022131415,"1458 KINGSWAY DR"
"9363",-2.23492046988794,"1458 KINGSWAY DR"
"9364",-2.23492071846174,"1458 KINGSWAY DR"
"9365",-2.69487819319854,"1458 KINGSWAY DR"
"9366",-2.69487816495742,"1458 KINGSWAY DR"
"9367",-2.69487813671631,"1458 KINGSWAY DR"
"9368",-2.69487810847519,"1458 KINGSWAY DR"
"9369",-2.69487808023407,"1458 KINGSWAY DR"
"9370",-2.69487805199295,"1458 KINGSWAY DR"
"9371",-2.69487802375184,"1458 KINGSWAY DR"
"9372",-2.69487799551072,"1458 KINGSWAY DR"
"9373",-2.6948779672696,"1458 KINGSWAY DR"
"9374",-2.69487793902848,"1458 KINGSWAY DR"
"9375",-2.58314366523398,"1459-A WEST AV"
"9376",-2.58314363699286,"1459-A WEST AV"
"9377",-2.58314360875174,"1459-A WEST AV"
"9378",-2.58314358051063,"1459-A WEST AV"
"9379",-2.58314355226951,"1459-A WEST AV"
"9380",-2.58314352402839,"1459-A WEST AV"
"9381",-2.58314349578727,"1459-A WEST AV"
"9382",-2.77510018313415,"1459-A WEST AV"
"9383",-2.77510015489303,"1459-A WEST AV"
"9384",-2.77510012665191,"1459-A WEST AV"
"9385",-2.31514532261182,"1459-A WEST AV"
"9386",-2.38508831698985,"1459-A WEST AV"
"9387",-2.38508856556364,"1459-A WEST AV"
"9388",-2.38508881413744,"1459-A WEST AV"
"9389",-2.38508906271123,"1459-A WEST AV"
"9390",-2.38508931128502,"1459-A WEST AV"
"9391",-2.38508955985881,"1459-A WEST AV"
"9392",-2.3850898084326,"1459-A WEST AV"
"9393",-2.38509005700639,"1459-A WEST AV"
"9394",-3.05884935111857,"1459-F WEST AV"
"9395",-3.05884929231319,"1459-F WEST AV"
"9396",-3.05884923350781,"1459-F WEST AV"
"9397",-3.05884917470243,"1459-F WEST AV"
"9398",-2.98890346884704,"1459-F WEST AV"
"9399",-2.98890341004166,"1459-F WEST AV"
"9400",-3.0867866359405,"1459-F WEST AV"
"9401",-3.08678657713512,"1459-F WEST AV"
"9402",-3.08678651832974,"1459-F WEST AV"
"9403",-3.08678645952436,"1459-F WEST AV"
"9404",-3.08678640071899,"1459-F WEST AV"
"9405",-3.08678634191361,"1459-F WEST AV"
"9406",-3.08678628310823,"1459-F WEST AV"
"9407",-3.08678622430286,"1459-F WEST AV"
"9408",-3.23894835968652,"1459-F WEST AV"
"9409",-3.13773686755495,"1459-F WEST AV"
"9410",-3.13773680874957,"1459-F WEST AV"
"9411",-3.13773674994419,"1459-F WEST AV"
"9412",-3.13773669113882,"1459-F WEST AV"
"9413",-3.12354449905573,"1467-B WEST AV"
"9414",-3.12354452453678,"1467-B WEST AV"
"9415",-3.04808781248058,"1467-B WEST AV"
"9416",-3.04808783796163,"1467-B WEST AV"
"9417",-3.04808786344268,"1467-B WEST AV"
"9418",-2.21091482756378,"1467-B WEST AV"
"9419",-2.210915160424,"1467-B WEST AV"
"9420",-2.21091549328422,"1467-B WEST AV"
"9421",-2.21091582614444,"1467-B WEST AV"
"9422",-2.21091615900466,"1467-B WEST AV"
"9423",-2.21091649186488,"1467-B WEST AV"
"9424",-2.21091682472509,"1467-B WEST AV"
"9425",-2.21091715758531,"1467-B WEST AV"
"9426",-2.21091749044553,"1467-B WEST AV"
"9427",-2.21091782330575,"1467-B WEST AV"
"9428",-2.21091815616597,"1467-B WEST AV"
"9429",-2.21091848902618,"1467-B WEST AV"
"9430",-2.2109188218864,"1467-B WEST AV"
"9431",-2.21091915474662,"1467-B WEST AV"
"9432",-2.82308624542489,"1475-D WEST AV"
"9433",-2.82308627090594,"1475-D WEST AV"
"9434",-2.82308629638699,"1475-D WEST AV"
"9435",-2.82308632186804,"1475-D WEST AV"
"9436",-2.82308634734909,"1475-D WEST AV"
"9437",-2.82308637283013,"1475-D WEST AV"
"9438",-2.82308639831118,"1475-D WEST AV"
"9439",-2.82308642379223,"1475-D WEST AV"
"9440",-2.82308644927328,"1475-D WEST AV"
"9441",-2.82308647475433,"1475-D WEST AV"
"9442",-2.82308650023538,"1475-D WEST AV"
"9443",-2.82308652571643,"1475-D WEST AV"
"9444",-2.82308655119748,"1475-D WEST AV"
"9445",-2.82308657667853,"1475-D WEST AV"
"9446",-2.82308660215958,"1475-D WEST AV"
"9447",-2.82308662764063,"1475-D WEST AV"
"9448",-2.77000357471907,"1475-D WEST AV"
"9449",-2.17365164589354,"1475-D WEST AV"
"9450",-2.17365197875376,"1475-D WEST AV"
"9451",-2.85894035455927,"1475-F WEST AV"
"9452",-2.85894029575389,"1475-F WEST AV"
"9453",-2.85894023694852,"1475-F WEST AV"
"9454",-2.85894017814314,"1475-F WEST AV"
"9455",-2.85894011933776,"1475-F WEST AV"
"9456",-2.85894006053239,"1475-F WEST AV"
"9457",-2.85894000172701,"1475-F WEST AV"
"9458",-2.85893994292163,"1475-F WEST AV"
"9459",-2.85893988411625,"1475-F WEST AV"
"9460",-2.85893982531088,"1475-F WEST AV"
"9461",-2.8589397665055,"1475-F WEST AV"
"9462",-2.85893970770012,"1475-F WEST AV"
"9463",-2.85893964889475,"1475-F WEST AV"
"9464",-2.85893959008937,"1475-F WEST AV"
"9465",-2.85893953128399,"1475-F WEST AV"
"9466",-2.85893947247861,"1475-F WEST AV"
"9467",-2.85893941367324,"1475-F WEST AV"
"9468",-2.98616864975533,"1475-F WEST AV"
"9469",-2.98616864975533,"1475-F WEST AV"
"9470",-2.21953924687382,"1479-A WEST AV"
"9471",-2.21953949544761,"1479-A WEST AV"
"9472",-2.59728071317757,"1479-A WEST AV"
"9473",-2.59728068493645,"1479-A WEST AV"
"9474",-2.59728065669533,"1479-A WEST AV"
"9475",-2.59728062845421,"1479-A WEST AV"
"9476",-2.5972806002131,"1479-A WEST AV"
"9477",-2.59728057197198,"1479-A WEST AV"
"9478",-2.59728054373086,"1479-A WEST AV"
"9479",-2.59728051548974,"1479-A WEST AV"
"9480",-2.59728048724863,"1479-A WEST AV"
"9481",-2.47526453800485,"1479-A WEST AV"
"9482",-2.47526450976373,"1479-A WEST AV"
"9483",-2.47526448152261,"1479-A WEST AV"
"9484",-3.12000505658144,"148-A OLD MILL RD"
"9485",-2.96950544245321,"148-A OLD MILL RD"
"9486",-2.96950546793425,"148-A OLD MILL RD"
"9487",-2.9695054934153,"148-A OLD MILL RD"
"9488",-2.96950551889635,"148-A OLD MILL RD"
"9489",-2.9695055443774,"148-A OLD MILL RD"
"9490",-2.96950556985845,"148-A OLD MILL RD"
"9491",-2.9695055953395,"148-A OLD MILL RD"
"9492",-2.96950562082055,"148-A OLD MILL RD"
"9493",-2.9695056463016,"148-A OLD MILL RD"
"9494",-2.96950567178265,"148-A OLD MILL RD"
"9495",-2.9695056972637,"148-A OLD MILL RD"
"9496",-2.96950572274475,"148-A OLD MILL RD"
"9497",-2.9695057482258,"148-A OLD MILL RD"
"9498",-2.96950577370684,"148-A OLD MILL RD"
"9499",-2.96950579918789,"148-A OLD MILL RD"
"9500",-2.96950582466894,"148-A OLD MILL RD"
"9501",-2.96950585014999,"148-A OLD MILL RD"
"9502",-2.96950587563104,"148-A OLD MILL RD"
"9503",-2.34155914237222,"1499 BOUNDARY AV/ASHBURN ST"
"9504",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9505",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9506",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9507",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9508",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9509",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9510",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9511",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9512",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9513",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9514",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9515",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9516",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9517",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9518",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9519",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9520",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9521",-2.98616864975533,"1499 BOUNDARY AV/ASHBURN ST"
"9522",-2.35970222249087,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9523",-2.35970255535109,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9524",-2.3597028882113,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9525",-2.35970322107152,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9526",-2.35970355393174,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9527",-2.35970388679196,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9528",-2.35970421965218,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9529",-2.23328776858845,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9530",-2.23328810144866,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9531",-2.23328843430888,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9532",-2.2332887671691,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9533",-2.23328910002932,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9534",-2.23328943288954,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9535",-2.23328976574975,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9536",-2.23329009860997,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9537",-2.8256557632309,"1499 WEST MARKET CENTER DR/PROSPECT ST"
"9538",-2.77253454303921,"150 S MAIN ST"
"9539",-2.77253456852026,"150 S MAIN ST"
"9540",-2.77253459400131,"150 S MAIN ST"
"9541",-2.77253461948236,"150 S MAIN ST"
"9542",-2.77253464496341,"150 S MAIN ST"
"9543",-2.77253467044445,"150 S MAIN ST"
"9544",-2.7725346959255,"150 S MAIN ST"
"9545",-2.77253472140655,"150 S MAIN ST"
"9546",-2.7725347468876,"150 S MAIN ST"
"9547",-2.77253477236865,"150 S MAIN ST"
"9548",-2.7725347978497,"150 S MAIN ST"
"9549",-2.77253482333075,"150 S MAIN ST"
"9550",-2.21954127890818,"150 VALLEY DR"
"9551",-2.21954152748197,"150 VALLEY DR"
"9552",-2.21954177605576,"150 VALLEY DR"
"9553",-2.21954202462955,"150 VALLEY DR"
"9554",-2.21954227320334,"150 VALLEY DR"
"9555",-2.67949466180573,"150 VALLEY DR"
"9556",-2.67949463356462,"150 VALLEY DR"
"9557",-2.21953969352755,"150 VALLEY DR"
"9558",-2.21953994210134,"150 VALLEY DR"
"9559",-2.21954019067513,"150 VALLEY DR"
"9560",-2.21954043924893,"150 VALLEY DR"
"9561",-2.21954068782272,"150 VALLEY DR"
"9562",-2.21954093639651,"150 VALLEY DR"
"9563",-2.67949504653547,"150 VALLEY DR"
"9564",-2.67949501829435,"150 VALLEY DR"
"9565",-2.67949499005324,"150 VALLEY DR"
"9566",-2.21954004356826,"150 VALLEY DR"
"9567",-2.21954029214205,"150 VALLEY DR"
"9568",-2.21954054071585,"150 VALLEY DR"
"9569",-2.50602883705213,"150 W HARTLEY DR"
"9570",-2.50602889309744,"150 W HARTLEY DR"
"9571",-2.53400416151438,"150 W HARTLEY DR"
"9572",-2.53400421755969,"150 W HARTLEY DR"
"9573",-2.48092560792005,"150 W HARTLEY DR"
"9574",-2.45131799343524,"150 W HARTLEY DR"
"9575",-2.45131801891629,"150 W HARTLEY DR"
"9576",-2.57333201418109,"150 W HARTLEY DR"
"9577",-2.57333203966214,"150 W HARTLEY DR"
"9578",-2.57333206514318,"150 W HARTLEY DR"
"9579",-2.57333209062423,"150 W HARTLEY DR"
"9580",-2.4631804814741,"150 W HARTLEY DR"
"9581",-2.46318050695515,"150 W HARTLEY DR"
"9582",-2.4631805324362,"150 W HARTLEY DR"
"9583",-2.66574964325789,"150 W HARTLEY DR"
"9584",-2.66574966873894,"150 W HARTLEY DR"
"9585",-2.74523089147419,"150 W HARTLEY DR"
"9586",-2.74523091695524,"150 W HARTLEY DR"
"9587",-2.74523094243629,"150 W HARTLEY DR"
"9588",-2.34155725709384,"150-2C JAMES RD"
"9589",-2.34155750566763,"150-2C JAMES RD"
"9590",-2.34155775424142,"150-2C JAMES RD"
"9591",-2.34155800281521,"150-2C JAMES RD"
"9592",-2.341558251389,"150-2C JAMES RD"
"9593",-2.3415584999628,"150-2C JAMES RD"
"9594",-2.34155874853659,"150-2C JAMES RD"
"9595",-2.34155899711038,"150-2C JAMES RD"
"9596",-2.98616864975533,"150-2C JAMES RD"
"9597",-2.98616864975533,"150-2C JAMES RD"
"9598",-2.98616864975533,"150-2C JAMES RD"
"9599",-2.98616864975533,"150-2C JAMES RD"
"9600",-2.98616864975533,"150-2C JAMES RD"
"9601",-2.98616864975533,"150-2C JAMES RD"
"9602",-2.98616864975533,"150-2C JAMES RD"
"9603",-2.98616864975533,"150-2C JAMES RD"
"9604",-2.70138156964815,"150-2C JAMES RD"
"9605",-2.70138178765768,"150-2C JAMES RD"
"9606",-2.70138200566721,"150-2C JAMES RD"
"9607",-2.75576835216299,"1500 E GREEN DR"
"9608",-2.75576829335761,"1500 E GREEN DR"
"9609",-2.87778220433598,"1500 E GREEN DR"
"9610",-2.8777821455306,"1500 E GREEN DR"
"9611",-2.87778208672523,"1500 E GREEN DR"
"9612",-2.87778202791985,"1500 E GREEN DR"
"9613",-2.87778196911447,"1500 E GREEN DR"
"9614",-2.87778191030909,"1500 E GREEN DR"
"9615",-2.34155582434452,"1500 E GREEN DR"
"9616",-2.21953929814725,"1500 E GREEN DR"
"9617",-2.21953942464609,"1500 E GREEN DR"
"9618",-2.67949709631846,"1500 E GREEN DR"
"9619",-2.55748628303676,"1500 E GREEN DR"
"9620",-2.55748625479565,"1500 E GREEN DR"
"9621",-2.55748622655453,"1500 E GREEN DR"
"9622",-2.42892889639809,"1500 E GREEN DR"
"9623",-2.42892886815697,"1500 E GREEN DR"
"9624",-2.42892883991585,"1500 E GREEN DR"
"9625",-2.42892881167473,"1500 E GREEN DR"
"9626",-2.18939308593309,"1500 FRANKLIN AV"
"9627",-2.18939333450688,"1500 FRANKLIN AV"
"9628",-2.18939358308067,"1500 FRANKLIN AV"
"9629",-2.18939383165446,"1500 FRANKLIN AV"
"9630",-2.18939408022825,"1500 FRANKLIN AV"
"9631",-2.18939432880204,"1500 FRANKLIN AV"
"9632",-2.18939457737584,"1500 FRANKLIN AV"
"9633",-2.18939482594963,"1500 FRANKLIN AV"
"9634",-2.18939507452342,"1500 FRANKLIN AV"
"9635",-2.25933806890146,"1500 FRANKLIN AV"
"9636",-2.25933831747525,"1500 FRANKLIN AV"
"9637",-2.25933856604904,"1500 FRANKLIN AV"
"9638",-2.25933881462283,"1500 FRANKLIN AV"
"9639",-2.25933906319662,"1500 FRANKLIN AV"
"9640",-2.25933931177042,"1500 FRANKLIN AV"
"9641",-2.25933956034421,"1500 FRANKLIN AV"
"9642",-2.98616864975533,"1500 FRANKLIN AV"
"9643",-2.98616864975533,"1500 FRANKLIN AV"
"9644",-2.98616864975533,"1500 FRANKLIN AV"
"9645",-2.33410736750014,"1500 OGDEN ST/GREER AV"
"9646",-2.33410770036036,"1500 OGDEN ST/GREER AV"
"9647",-2.86300054437011,"1500 OGDEN ST/GREER AV"
"9648",-2.86300060041541,"1500 OGDEN ST/GREER AV"
"9649",-2.86300065646072,"1500 OGDEN ST/GREER AV"
"9650",-2.86300071250603,"1500 OGDEN ST/GREER AV"
"9651",-2.86300076855134,"1500 OGDEN ST/GREER AV"
"9652",-2.86300082459665,"1500 OGDEN ST/GREER AV"
"9653",-2.86300088064196,"1500 OGDEN ST/GREER AV"
"9654",-2.86300093668727,"1500 OGDEN ST/GREER AV"
"9655",-2.86300099273258,"1500 OGDEN ST/GREER AV"
"9656",-2.86300104877789,"1500 OGDEN ST/GREER AV"
"9657",-2.35904261559622,"1500 OGDEN ST/GREER AV"
"9658",-2.88864781303225,"1500 OGDEN ST/GREER AV"
"9659",-2.88864786907756,"1500 OGDEN ST/GREER AV"
"9660",-2.88864792512287,"1500 OGDEN ST/GREER AV"
"9661",-2.88864798116818,"1500 OGDEN ST/GREER AV"
"9662",-2.88864803721349,"1500 OGDEN ST/GREER AV"
"9663",-2.8886480932588,"1500 OGDEN ST/GREER AV"
"9664",-2.76056947184484,"1500-A HOBART PL"
"9665",-2.88258338282321,"1500-A HOBART PL"
"9666",-2.88258332401783,"1500-A HOBART PL"
"9667",-2.88258326521245,"1500-A HOBART PL"
"9668",-2.88258320640708,"1500-A HOBART PL"
"9669",-2.8825831476017,"1500-A HOBART PL"
"9670",-2.88258308879632,"1500-A HOBART PL"
"9671",-2.88258302999094,"1500-A HOBART PL"
"9672",-2.7304188142121,"1500-A HOBART PL"
"9673",-2.57826032802079,"1500-A HOBART PL"
"9674",-2.58905372318194,"1500-A HOBART PL"
"9675",-2.58905369494082,"1500-A HOBART PL"
"9676",-2.5890536666997,"1500-A HOBART PL"
"9677",-2.58905363845859,"1500-A HOBART PL"
"9678",-2.43689236025016,"1500-A HOBART PL"
"9679",-2.43689233200904,"1500-A HOBART PL"
"9680",-2.43689230376793,"1500-A HOBART PL"
"9681",-2.43689227552681,"1500-A HOBART PL"
"9682",-2.28472925226318,"1500-A HOBART PL"
"9683",-2.41614999131733,"1500-F DEEP RIVER RD"
"9684",-2.41615004736264,"1500-F DEEP RIVER RD"
"9685",-2.41615010340795,"1500-F DEEP RIVER RD"
"9686",-2.41615015945326,"1500-F DEEP RIVER RD"
"9687",-2.81884797629334,"1500-F DEEP RIVER RD"
"9688",-2.81884800177439,"1500-F DEEP RIVER RD"
"9689",-2.81884802725544,"1500-F DEEP RIVER RD"
"9690",-2.81884805273649,"1500-F DEEP RIVER RD"
"9691",-3.17407366324223,"1500-F DEEP RIVER RD"
"9692",-3.17407368872328,"1500-F DEEP RIVER RD"
"9693",-3.17407371420433,"1500-F DEEP RIVER RD"
"9694",-3.21178437604201,"1500-F DEEP RIVER RD"
"9695",-3.3639465957121,"1500-F DEEP RIVER RD"
"9696",-3.21178328795674,"1500-F DEEP RIVER RD"
"9697",-3.21178331343779,"1500-F DEEP RIVER RD"
"9698",-3.21178333891884,"1500-F DEEP RIVER RD"
"9699",-3.16830311427493,"1500-F DEEP RIVER RD"
"9700",-3.16830313975598,"1500-F DEEP RIVER RD"
"9701",-3.16830316523703,"1500-F DEEP RIVER RD"
"9702",-2.18939116987145,"1501 MCGUINN DR"
"9703",-2.18939141844524,"1501 MCGUINN DR"
"9704",-2.18939166701903,"1501 MCGUINN DR"
"9705",-2.18939191559282,"1501 MCGUINN DR"
"9706",-2.18939216416661,"1501 MCGUINN DR"
"9707",-2.1893924127404,"1501 MCGUINN DR"
"9708",-2.1893926613142,"1501 MCGUINN DR"
"9709",-2.18939290988799,"1501 MCGUINN DR"
"9710",-2.18939315846178,"1501 MCGUINN DR"
"9711",-2.18939340703557,"1501 MCGUINN DR"
"9712",-2.18939365560936,"1501 MCGUINN DR"
"9713",-2.18939390418315,"1501 MCGUINN DR"
"9714",-2.18939415275695,"1501 MCGUINN DR"
"9715",-2.64934897109354,"1501 MCGUINN DR"
"9716",-2.64934894285243,"1501 MCGUINN DR"
"9717",-2.64934891461131,"1501 MCGUINN DR"
"9718",-2.64934888637019,"1501 MCGUINN DR"
"9719",-2.64934885812907,"1501 MCGUINN DR"
"9720",-2.64934882988796,"1501 MCGUINN DR"
"9721",-3.09576846343266,"1501 S MAIN ST"
"9722",-3.09576848891371,"1501 S MAIN ST"
"9723",-3.09576851439476,"1501 S MAIN ST"
"9724",-3.0957685398758,"1501 S MAIN ST"
"9725",-3.09576856535685,"1501 S MAIN ST"
"9726",-3.0957685908379,"1501 S MAIN ST"
"9727",-3.09576861631895,"1501 S MAIN ST"
"9728",-3.0957686418,"1501 S MAIN ST"
"9729",-3.09576866728105,"1501 S MAIN ST"
"9730",-3.0957686927621,"1501 S MAIN ST"
"9731",-3.09576871824315,"1501 S MAIN ST"
"9732",-3.0957687437242,"1501 S MAIN ST"
"9733",-3.09576876920525,"1501 S MAIN ST"
"9734",-3.0957687946863,"1501 S MAIN ST"
"9735",-2.25880318068279,"1501 S MAIN ST"
"9736",-2.25880351354301,"1501 S MAIN ST"
"9737",-2.82192111496697,"1501 S MAIN ST"
"9738",-2.82192117101228,"1501 S MAIN ST"
"9739",-2.2675194701352,"1501 S MAIN ST"
"9740",-3.21900731247605,"1502 BOUNDARY AV"
"9741",-3.21900725367067,"1502 BOUNDARY AV"
"9742",-3.21900719486529,"1502 BOUNDARY AV"
"9743",-2.75905235715221,"1502 BOUNDARY AV"
"9744",-2.75905257516175,"1502 BOUNDARY AV"
"9745",-2.75905279317128,"1502 BOUNDARY AV"
"9746",-2.75905301118081,"1502 BOUNDARY AV"
"9747",-3.21900243218461,"1502 BOUNDARY AV"
"9748",-2.34155339884979,"1502 BOUNDARY AV"
"9749",-2.34155364742358,"1502 BOUNDARY AV"
"9750",-2.34155389599737,"1502 BOUNDARY AV"
"9751",-2.34155414457116,"1502 BOUNDARY AV"
"9752",-2.34155439314495,"1502 BOUNDARY AV"
"9753",-2.34155464171874,"1502 BOUNDARY AV"
"9754",-2.34155489029253,"1502 BOUNDARY AV"
"9755",-2.34155513886633,"1502 BOUNDARY AV"
"9756",-2.34155538744012,"1502 BOUNDARY AV"
"9757",-2.34155563601391,"1502 BOUNDARY AV"
"9758",-2.3415558845877,"1502 BOUNDARY AV"
"9759",-2.3415564424782,"1502 GRAVES AV"
"9760",-2.341556691052,"1502 GRAVES AV"
"9761",-2.34155693962579,"1502 GRAVES AV"
"9762",-2.34155718819958,"1502 GRAVES AV"
"9763",-3.08566211909084,"1502 GRAVES AV"
"9764",-3.08566206028547,"1502 GRAVES AV"
"9765",-3.08566200148009,"1502 GRAVES AV"
"9766",-2.93350364744727,"1502 GRAVES AV"
"9767",-2.93350358864189,"1502 GRAVES AV"
"9768",-2.93350352983652,"1502 GRAVES AV"
"9769",-2.93350347103114,"1502 GRAVES AV"
"9770",-2.93350341222576,"1502 GRAVES AV"
"9771",-3.05551732320413,"1502 GRAVES AV"
"9772",-3.05551726439875,"1502 GRAVES AV"
"9773",-3.05551720559338,"1502 GRAVES AV"
"9774",-2.90335286683164,"1502 GRAVES AV"
"9775",-2.90335280802626,"1502 GRAVES AV"
"9776",-2.90335274922089,"1502 GRAVES AV"
"9777",-2.90335269041551,"1502 GRAVES AV"
"9778",-2.67127361852978,"1503 FORREST ST"
"9779",-2.46703830615031,"1503 FORREST ST"
